File name,Title,Author,Publication Year,Journal,Rank
Vol88Art2_Polyphasic-taxonomy-of-Aspergillus-section-Aspergillus--forme_2017_Studies-i.pdf," Polyphasic taxonomy of Aspergillus section Aspergillus (formerly Eurotium), and its occurrence in indoor environments and food"," A.J. Chen, V. Hubka, J.C. Frisvad, C.M. Visagie, J. Houbraken, M. Meijer, J. Varga, R. Demirel,Z. Jurjevic, A. Kubatova, F. Sklenar, Y.G. Zhou, and R.A. Samson",2017,Studies in Mycology 88: 37–135 ,1
Vol88Art3_Cephalotrichum-and-related-synnematous-fungi-with-notes-on-_2017_Studies-in-.pdf, Cephalotrichum and related synnematous fungi with notes on species from the built environment," J.H.C. Woudenberg, M. Sandoval-Denis, J. Houbraken, K.A. Seifert, and R.A. Samson",2017,Studies in Mycology 88: 137–159 ,1
Vol88Art4_Phylogeny-of-xerophilic-aspergilli--subgenus-Aspergillus--a_2017_Studies-in-.pdf, Phylogeny of xerophilic aspergilli (subgenus Aspergillus) and taxonomic revision of section Restricti," F. Sklenar,Z. Jurjevic, P. Zalar, J.C. Frisvad, C.M. Visagie, M. Kolarík, J. Houbraken, A.J. Chen, N. Yilmaz, K.A. Seifert, M. Coton, F. Deniel, N. Gunde-Cimerman, R.A. Samson, S.W. Peterson, and V. Hubka,",2017,Studies in Mycology 88: 161–236 ,1
Vol88Art5_Aspergillus-subgenus-Polypaecilum-from-the-built-envir_2017_Studies-in-Mycol.pdf, Aspergillus subgenus Polypaecilum from the built environment," J.B. Tanney,, C.M. Visagie,, N. Yilmaz, and K.A. Seifert,",2017,Studies in Mycology 88: 237–267 ,1
Vol89Art1_Phylogenetic-classification-and-generic-delineation-of-Calypto_2018_Studies-.pdf," Phylogenetic classification and generic delineation of Calyptosphaeria gen. nov., Lentomitella, Spadicoides and Torrentispora (Sordariomycetes)"," M. Reblova, A.N. Miller, K. Reblova, and V.Stepanek",2018,Studies in Mycology 89: 1–62 ,1
Vol89Art10_Cladosporium-species-in-indoor-environments_2018_Studies-in-Mycology.pdf, Cladosporium species in indoor environments," K. Bensch, J.Z. Groenewald, M. Meijer, J. Dijksterhuis,Z. Jurjevic, B. Andersen, J. Houbraken, P.W. Crous,, and R.A. Samson",2018,Studies in Mycology 89: 177–301 ,1
Vol89Art2_Naming-names--the-first-women-taxonomists-in-mycolog_2018_Studies-in-Mycolog.pdf, Naming names: the first women taxonomists in mycology," Sara Maroske, and Tom W. May",2018,Studies in Mycology 89: 63–84 ,1
Vol89Art3_RXLR-effector-diversity-in-Phytophthora-infestans-isolates-det_2018_Studies-.pdf, RXLR effector diversity in Phytophthora infestans isolates determines recognition by potato resistance proteins; the case study AVR1 and R1," Y. Du, R. Weide, Z. Zhao, P. Msimuko, F. Govers, and K. Bouwmeester,",2018,Studies in Mycology 89: 85–93 ,1
Vol89Art4_Temporal-variation-of-fungal-diversity-in-a-mosaic-lands_2018_Studies-in-Myc.pdf, Temporal variation of fungal diversity in a mosaic landscape in Germany," S. Rudolph, J.G. Macia-Vicente, H. Lotz-Winter, M. Schleuning, and M. Piepenbring",2018,Studies in Mycology 89: 95–104 ,1
Vol89Art5_Two-different-R-gene-loci-co-evolved-with-Avr2-of-Phytophthor_2018_Studies-i.pdf, Two different R gene loci co-evolved with Avr2 of Phytophthora infestans and confer distinct resistance specificities in potato," C. Aguilera-Galvez, N. Champouret, H. Rietman, X. Lin, D. Wouters, Z. Chu, J.D.G. Jones, J.H. Vossen, R.G.F. Visser, P.J. Wolters, and V.G.A.A. Vleeshouwers",2018,Studies in Mycology 89: 105–115 ,1
Vol89Art6_Fungus-wars--basidiomycete-battles-in-wood-decay_2018_Studies-in-Mycology.pdf, Fungus wars: basidiomycete battles in wood decay," J. Hiscox, J. O'Leary, and L. Boddy",2018,Studies in Mycology 89: 117–124 ,1
Vol89Art7_Novel-and-interesting-Ophiocordyceps-spp---Ophiocordycipitace_2018_Studies-i.pdf," Novel and interesting Ophiocordyceps spp. (Ophiocordycipitaceae, Hypocreales) with superficial perithecia from Thailand"," J. Luangsa-ard, K. Tasanathai, D. Thanakitpipattana, A. Khonsanit, and M. Stadler",2018,Studies in Mycology 89: 125–142 ,1
Vol89Art8_Deconstructing-the-evolutionary-complexity-between-rust-fun_2018_Studies-in-.pdf, Deconstructing the evolutionary complexity between rust fungi (Pucciniales) and their plant hosts," M.C. Aime, C.D. Bell, and A.W. Wilson",2018,Studies in Mycology 89: 143–152 ,1
Vol89Art9_Phylogeny-of-dermatophytes-with-genomic-character-evaluation-_2018_Studies-i.pdf, Phylogeny of dermatophytes with genomic character evaluation of clinically distinct Trichophyton rubrum and T. violaceum," P. Zhan,, K. Dukik, D. Li, J. Sun, J.B. Stielow,, B. Gerrits van den Ende, B. Brankovics, S.B.J. Menken, H. Mei, W. Bao, G. Lv, W. Liu, and G.S. de Hoog,,",2018,Studies in Mycology 89: 153–175 ,1
Vol90Art1_Coelomycetous-Dothideomycetes-with-emphasis-on-the-families_2018_Studies-in-.pdf, Coelomycetous Dothideomycetes with emphasis on the families Cucurbitariaceae and Didymellaceae," N. Valenzuela-Lopez, J.F. Cano-Lira, J. Guarro, D.A. Sutton, N. Wiederhold, P.W. Crous, and A.M. Stchigel",2018,Studies in Mycology 90: 1–69 ,1
Vol90Art2_A-preliminary-account-of-the-Cucurbitariaceae_2018_Studies-in-Mycology.pdf, A preliminary account of the Cucurbitariaceae," W.M. Jaklitsch, J. Checa, M.N. Blanco, I. Olariaga, S. Tello, and H. Voglmayr",2018,Studies in Mycology 90: 71–118 ,1
Vol90Art3_Zombie-ant-fungi-across-continents--15-new-species-and-new-com_2018_Studies-.pdf, Zombie-ant fungi across continents: 15 new species and new combinations within Ophiocordyceps. I. Myrmecophilous hirsutelloid species," J.P.M. Araújo, H.C. Evans, R. Kepler, and D.P. Hughes",2018,Studies in Mycology 90: 119–160 ,1
Vol90Art4_Resolving-the-Lophiostoma-bipolare-complex--Generic-delimi_2018_Studies-in-M.pdf, Resolving the Lophiostoma bipolare complex: Generic delimitations within Lophiostomataceae," A. Hashimoto, K. Hirayama, H. Takahashi, M. Matsumura, G. Okada, C.Y. Chen, J.W. Huang, M. Kakishima, T. Ono, and K. Tanaka,",2018,Studies in Mycology 90: 161–189 ,1
Vol91Art1_Cyclins_in_aspergilli_Phylogenetic_and_functional_analyses_of_group_I_cyclins.pdf, Cyclins in aspergilli: Phylogenetic and functional analyses of group I cyclins," V. Paolillo, C.B. Jenkinson, T. Horio, and B.R. Oakley",2018,Studies in Mycology 91: 1–22 ,1
Vol91Art2_Duplications_and_losses_of_genes_encoding_known_elements_of_the_stress_defence_system_of_the_Aspergilli.pdf, Duplications and losses of genes encoding known elements of the stress defence system of the Aspergilli contribute to the evolution of these filamentous fungi but do not directly influence their environmental stress tolerance," T. Emri, K. Antal, R. Riley, Z. Karanyi, M. Miskei, E. Orosz, S.E. Baker, A. Wiebenga, R.P. de Vries, and I. Pocsi",2018,Studies in Mycology 91: 23–36 ,1
Vol91Art3_Evolution_of_asexual_and_sexual_reproduction_in_the_aspergilli.pdf, Evolution of asexual and sexual reproduction in the aspergilli," M. Ojeda-Lopez†, W. Chen†, C.E. Eagle†, G. Gutierrez, W.L. Jia, S.S. Swilaiman, Z. Huang, H-S Park, J-H Yu, D. Canovas, and P.S. Dyer",2018,Studies in Mycology 91: 37–59 ,1
Vol91Art4_The_gold-standard_genome_of_Aspergillus_niger_NRRL_3_enables_a_detailed_view_of_the_diversity_of_sugar_catabolism_in_fungi.pdf, The gold-standard genome of Aspergillus niger NRRL 3 enables a detailed view of the diversity of sugar catabolism in fungi," M.V. Aguilar-Pontes, J. Brandl, E. McDonnell, K. Strasser, T.T.M. Nguyen, R. Riley, S. Mondo, A. Salamov, J.L. Nybo, T.C. Vesth, I.V. Grigoriev, M.R. Andersen, A. Tsang, and R.P. de Vries,",2018,Studies in Mycology 91: 61–78 ,1
Vol91Art5_Genomic_and_exoproteomic_diversity_in_plant_biomass_degradation_approaches_among_Aspergilli.pdf, Genomic and exoproteomic diversity in plant biomass degradation approaches among Aspergilli,"M.R. Mäkelä, M. DiFalco, E. McDonnell, T.T.M. Nguyen, A. Wiebenga, K. Hilden, M. Peng, I.V. Grigoriev, A. Tsang, and R.P. de Vries,",2018,Studies in Mycology 91: 79–99 ,1
"Vol92Art1_The_Colletotrichum_dracaenophilum,_C._magnum_and_C._orchidearum_species_complexes.pdf"," The Colletotrichum dracaenophilum, C. magnum and C. orchidearum species complexes"," U. Damm, T. Sato, A. Alizadeh, J.Z. Groenewald, and P.W. Crous,",2019,Studies in Mycology 92: 1–46 ,1
Vol92Art2_Genera_of_phytopathogenic_fungi_GOPHY_2.pdf, Genera of phytopathogenic fungi: GOPHY 2," Y. Marin-Felix, M. Hernandez-Restrepo, M.J. Wingfield, A. Akulov, A.J. Carnegie, R. Cheewangkoon, D. Gramaje, J.Z. Groenewald, V. Guarnaccia, F. Halleen, L. Lombard, J. Luangsa-ard, S. Marincowitz, A. Moslemi, L. Mostert, W. Quaedvlieg, R.K. Schumacher, C.F.J. Spies, R. Thangavel, P.W.J. Taylor, A.M. Wilson, B.D. Wingfield, A.R. Wood, and P.W. Crous,",2019,Studies in Mycology 92: 47–133 ,1
Vol92Art3_Large-scale_generation_and_analysis_of_filamentous_fungal_DNA_barcodes_boosts.pdf, Large-scale generation and analysis of filamentous fungal DNA barcodes boosts coverage for kingdom fungi and reveals thresholds for fungal species and higher taxon delimitation," D. Vu, M. Groenewald, M. de Vries, T. Gehrmann, B. Stielow, U. Eberhardt, A. Al-Hatmi, J.Z. Groenewald, G. Cardinali, J. Houbraken, T. Boekhout, P.W. Crous, V. Robert, and G.J.M. Verkley",2019,Studies in Mycology 92: 135–154 ,1
Vol92Art4_Phylogeny_and_genetic_diversity_of_the_banana_Fusarium_wilt_pathogen_Fusarium_oxysporum.pdf, Phylogeny and genetic diversity of the banana Fusarium wilt pathogen Fusarium oxysporum f. sp. cubense in the Indonesian centre of origin," N. Maryani,, L. Lombard, Y.S. Poerba, S. Subandiyah, P.W. Crous, and G.H.J. Kema,",2019,Studies in Mycology 92: 155–194 ,1
Vol92Art5_The_root-symbiotic_Rhizoscyphus_ericae_aggregate_and_Hyaloscypha_(Leotiomycetes)_are_congeneric.pdf, The root-symbiotic Rhizoscyphus ericae aggregate and Hyaloscypha (Leotiomycetes) are congeneric: Phylogenetic and experimental evidence," J. Fehrer, M. Reblova, V. Bambasova, and M. Vohník,",2019,Studies in Mycology 92: 195–225 ,1
Vol92Art6_Inside_Plectosphaerellaceae.pdf, Inside Plectosphaerellaceae," A. Giraldo, and P.W. Crous,",2019,Studies in Mycology 92: 227–286 ,1
Vol92Art7_Sporocadaceae.pdf," Sporocadaceae, a family of coelomycetous fungi with appendage- bearing conidia"," F. Liu, G. Bonthond, J.Z. Groenewald, L. Cai, and P.W. Crous,",2019,Studies in Mycology 92: 287–415 ,1
"Vol93Art1_Taxonomy_of_Aspergillus_section_Flavi_and_their_production_of_aflatoxins,_ochratoxins_and_other_mycotoxins.pdf"," Taxonomy of Aspergillus section Flavi and their production of aflatoxins, ochratoxins and other mycotoxins"," J.C. Frisvad, V. Hubka, C.N. Ezekiel, S.-B. Hong, A. Novakova, A.J. Chen, M. Arzanlou, T.O. Larsen, F. Sklenar, W. Mahakarnchanakul, R.A. Samson, and J. Houbraken",2019,Studies in Mycology 93: 1–63 ,1
Vol93Art2_Redefining_Humicola_sensu_stricto_and_related_genera_in_the_Chaetomiaceae.pdf, Redefining Humicola sensu stricto and related genera in the Chaetomiaceae," X.W. Wang,, F.Y. Yang, M. Meijer, B. Kraak, B.D. Sun, Y.L. Jiang, Y.M. Wu, F.Y. Bai, K.A. Seifert, P.W. Crous, R.A. Samson, and J. Houbraken",2019,Studies in Mycology 93: 65–153 ,1
Vol93Art3_Phylogenetic_re-evaluation_ofThielaviawith_the_introduction_of_a_newfamilyPodosporaceae.pdf, Phylogenetic re-evaluation of Thielavia with the introduction of a new family Podosporaceae," X.W. Wang, F.Y. Bai, K. Bensch, M. Meijer, B.D. Sun, Y.F. Han, P.W. Crous,, R.A. Samson, F.Y. Yang, and J. Houbraken",2019,Studies in Mycology 93: 155–252 ,1
Vol94Art1_Genera_of_phytopathogenic_fungi_GOPHY3.pdf, Genera of phytopathogenic fungi: GOPHY 3," Y. Marin-Felix, M. Hernandez-Restrepo, I. Iturrieta-Gonzalez, D. García, J. Gene, J.Z. Groenewald, L. Cai, Q. Chen, W. Quaedvlieg, R.K. Schumacher, P.W.J. Taylor, C. Ambers, G. Bonthond, J. Edwards, S.A. Krueger-Hadfield, J.J. Luangsa-ard, L. Morton, A. Moslemi, M. Sandoval-Denis, Y.P. Tan, R. Thangavel, N. Vaghefi, R. Cheewangkoon, and P.W. Crous,",2019,Studies in Mycology 94: 1–124 ,1
Vol94Art2_Foliar_pathogens_of_eucalypts.pdf,Foliar pathogens of eucalypts,"P.W. Crous, M.J. Wingfield, R. Cheewangkoon, A.J. Carnegie, T.I. Burgess, B.A. Summerell, J. Edwards, P.W.J. Taylor, and J.Z. Groenewald",2019,Studies in Mycology 94: 125–298 ,1
Vol95Art2_Revisiting-Metarhizium-and-the-description-of-new-specie_2020_Studies-in-Myc.pdf, Revisiting Metarhizium and the description of new species from Thailand," S. Mongkolsamrit, A. Khonsanit, D. Thanakitpipattana, K. Tasanathai, W. Noisripoom, S. Lamlertthon, W. Himaman, J. Houbraken, R.A. Samson, and J. Luangsaard",2020,Studies in Mycology 95: 171–251 ,1
Vol95Art4_Mollisiaceae--An-overlooked-lineage-of-diverse-endoph_2020_Studies-in-Mycolo.pdf, Mollisiaceae: An overlooked lineage of diverse endophytes," J.B. Tanney, and K.A. Seifert,",2020,Studies in Mycology 95: 293–380 ,1
Vol95Art5_Evolution-of-lifestyles-in-Capnodiales_2020_Studies-in-Mycology.pdf, Evolution of lifestyles in Capnodiales," J. Abdollahzadeh, J.Z. Groenewald, M.P.A. Coetzee, M.J. Wingfield, and P.W. Crous,",2020,Studies in Mycology 95: 381–414 ,1
Vol95Art6_New-insights-into-the-systematics-of-Bactrodesmium-and-its-allie_2020_Studie.pdf," New insights into the systematics of Bactrodesmium and its allies and introducing new genera, species and morphological patterns in the Pleurotheciales and Savoryellales (Sordariomycetes)"," Martina Reblova, Margarita Hernandez-Restrepo, Jacques Fournier, and Jana Nekvindova",2020,Studies in Mycology 95: 415–466 ,1
Vol96Art1_Identification-of-Rosellinia-species-as-producers-of-cyclodepsi_2020_Studies.pdf, Identification of Rosellinia species as producers of cyclodepsipeptide PF1022 A and resurrection of the genus Dematophora as inferred from polythetic taxonomy," K. Wittstein, A. Cordsmeier, C. Lambert, L. Wendt, E.B. Sir, J. Weber, N. Wurzler, L.E. Petrini, and M. Stadler,",2020,Studies in Mycology 96: 1–16 ,1
Vol96Art2_Diversity-and-phylogeny-of-basidiomycetous-yeasts-from-plant-lea_2020_Studie.pdf," Diversity and phylogeny of basidiomycetous yeasts from plant leaves and soil: Proposal of two new orders, three new families, eight new genera and one hundred and seven new species"," A-H Li, F-X Yuan, M. Groenewald, K. Bensch, A.M. Yurkov, K. Li, P-J Han, L-D Guo, M.C. Aime, J.P. Sampaio, S. Jindamorakot, B. Turchetti, J. Inacio, B. Fungsin, Q-M Wang, and F-Y Bai",2020,Studies in Mycology 96: 17–140 ,1
Vol96Art3_101-Dothideomycetes-genomes--A-test-case-for-predicting-lif_2020_Studies-in-.pdf, 101 Dothideomycetes genomes: A test case for predicting lifestyles and emergence of pathogens," S. Haridas, R. Albert, M. Binder, J. Bloem, K. LaButti, A. Salamov, B. Andreopoulos, S.E. Baker, K. Barry, G. Bills, B.H. Bluhm, C. Cannon, R. Castanera,, D.E. Culley, C. Daum, D. Ezra, J.B. Gonzalez, B. Henrissat,, A. Kuo, C. Liang, A. Lipzen, F. Lutzoni, J. Magnuson, S.J. Mondo, M. Nolan, R.A. Ohm, J. Pangilinan, H.-J. Park, L. Ramírez, M. Alfaro, H. Sun, A. Tritt, Y. Yoshinaga, L.-H. Zwiers, B.G. Turgeon, S.B. Goodwin, J.W. Spatafora, P.W. Crous, and I.V. Grigoriev,",2020,Studies in Mycology 96: 141–153 ,1
Vol96Art4_Phylogenetic-origins-and-family-classification-of-typhuloid-fu_2020_Studies-.pdf," Phylogenetic origins and family classification of typhuloid fungi, with emphasis on Ceratellopsis, Macrotyphula and Typhula (Basidiomycota)"," I. Olariaga, S. Huhtinen, T. Læssøe, J.H. Petersen, and K. Hansen",2020,Studies in Mycology 96: 155–184 ,1
Vol96Art5_Venturiales_2020_Studies-in-Mycology.pdf, Venturiales," M. Shen, J.Q. Zhang, L.L. Zhao, J.Z. Groenewald, P.W. Crous, and Y. Zhang",2020,Studies in Mycology 96: 185–308 ,1
Vol96Art6_The-phoma-like-dilemma_2020_Studies-in-Mycology.pdf, The phoma-like dilemma," L.W. Hou, J.Z. Groenewald, L.H. Pfenning, O. Yarden, P.W. Crous, and L. Cai,",2020,Studies in Mycology 96: 309–396 ,1
Vol97Art1_Reconsideration-of-species-boundaries-and-proposed-DNA.pdf, Reconsideration of species boundaries and proposed DNA barcodes for Calonectria," Q.L. Liu, J.Q. Li, M.J. Wingfield, T.A. Duong, B.D. Wingfield, P.W. Crous, and S.F. Chen,",2020,Studies in Mycology xxx: xxx ,1
Vol97Art2_The-global-epidemiology-of-emerging-Histoplasma-species.pdf, The global epidemiology of emerging Histoplasma species in recent years," Anderson Messias Rodrigues, Mathew A. Beale, Ferry Hagen, Matthew C. Fisher, Paula Portella Della Terra, Sybren de Hoog, Raimunda S^amia Nogueira Brilhante, Rossana de Aguiar Cordeiro, Debora de Souza Collares Maia Castelo-Branco, Marcos Fabio Gadelha Rocha, Jose Júlio Costa Sidrim, and Zoilo Pires de Camargo",2020,Studies in Mycology: 100095 ,1
Vol98Art1_Fusarium--more-than-a-node.pdf, Fusarium: more than a node or a foot-shaped basal cell," P.W. Crous, L. Lombard, M. Sandoval-Denis, K.A. Seifert, H.-J. Schroers, P. Chaverri, J. Gene, J. Guarro, Y. Hirooka, K. Bensch, G.H.J. Kema, S.C. Lamprecht, L. Cai, A.Y. Rossman, M. Stadler, R.C. Summerbell, J.W. Taylor, S. Ploch, C.M. Visagie, N. Yilmaz, J.C. Frisvad, A.M. Abdel-Azeem, J. Abdollahzadeh, A. Abdolrasouli, A. Akulov, J.F. Alberts, J.P.M. Araújo, H.A. Ariyawansa, M. Bakhshi, M. Bendiksby, A. Ben Hadj Amor, J.D.P. Bezerra, T. Boekhout, M.P.S. C^amara, M. Carbia, G. Cardinali, R.F. Casta~neda-Ruiz, A. Celis, V. Chaturvedi, J. Collemare, D. Croll, U. Damm, C.A. Decock, R.P. de Vries, C.N. Ezekiel, X.L. Fan, N.B. Fernandez, E. Gaya, C.D. Gonzalez, D. Gramaje, J.Z. Groenewald, M. Grube, M. Guevara-Suarez, V.K. Gupta, V. Guarnaccia, A. Haddaji, F. Hagen, D. Haelewaters, K. Hansen, A. Hashimoto, M. Hernandez-Restrepo, J. Houbraken, V. Hubka, K.D. Hyde, T. Iturriaga, R. Jeewon, P.R. Johnston,Z. Jurjevic,_I. Karalti, L. Korsten, E.E. Kuramae, I. Kusan, R. Labuda, D.P. Lawrence, H.B. Lee, C. Lechat, H.Y. Li, Y.A. Litovka, S.S.N. Maharachchikumbura, Y. Marin-Felix, B. Matio Kemkuignou, N. Matocec, A.R. McTaggart, P. Mlcoch, L. Mugnai, C. Nakashima, R.H. Nilsson, S.R. Noumeur, I.N. Pavlov, M.P. Peralta, A.J.L. Phillips, J.I. Pitt, G. Polizzi, W. Quaedvlieg, K.C. Rajeshkumar, S. Restrepo, A. Rhaiem, J. Robert, V. Robert, A.M. Rodrigues, C. Salgado-Salazar, R.A. Samson, A.C.S. Santos, R.G. Shivas, C.M. Souza-Motta, G.Y. Sun, W.J. Swart, S. Szoke, Y.P. Tan, J.E. Taylor, P.W.J. Taylor, P.V. Tiago, K.Z. Vaczy, N. van de Wiele, N.A. van der Merwe, G.J.M. Verkley, W.A.S. Vieira, A. Vizzini, B.S. Weir, N.N. Wijayawardene, J.W. Xia, M.J. Ya~nez-Morales, A. Yurkov, J.C. Zamora, R. Zare, C.L. Zhang, and M. Thines,",2021,Studies in Mycology 98: 100116 ,1
Vol99Art1_Revision-of-Cerinomyces--Dacrymycetes--Basidiomycota--with-n_2021_Studies-in.pdf," Revision of Cerinomyces (Dacrymycetes, Basidiomycota) with notes on morphologically and historically related taxa"," A. Savchenko, J.C. Zamora, T. Shirouzu, V. Spirin, V. Malysheva, U. K~oljalg, and O. Miettinen",2021,Studies in Mycology 99: 100117 ,1
Vol99Art2_Secondary-metabolite-biosynthetic-diversity-in-the-fungal-f_2021_Studies-in-.pdf, Secondary metabolite biosynthetic diversity in the fungal family Hypoxylaceae and Xylaria hypoxylon," E. Kuhnert, J.C. Navarro-Mu~noz, K. Becker, M. Stadler, J. Collemare, and R.J. Cox",2021,Studies in Mycology 99: 100118 ,1
Vol99Art3_Re-examination-of-species-limits-in-Aspergillus-section-Flavip_2021_Studies-.pdf, Re-examination of species limits in Aspergillus section Flavipedes using advanced species delimitation methods and description of four new species," F. Sklenar,Z. Jurjevic, J. Houbraken, M. Kolarík, M.C. Arendrup,, K.M. Jørgensen, J.P.Z. Siqueira, J. Gene, T. Yaguchi, C.N. Ezekiel, C. Silva Pereira, and V. Hubka,",2021,Studies in Mycology 99: 100120 ,1
Vol99Art4_A-phylogenetic-overview-of-the-Hydnaceae--Cantharellales--B_2021_Studies-in-.pdf," A phylogenetic overview of the Hydnaceae (Cantharellales, Basidiomycota) with new taxa from China"," Ting Cao, Ya-Ping Hu, Jia-Rui Yu, Tie-Zheng Wei, and Hai-Sheng Yuan,",2021,Studies in Mycology 99: 100121 ,1
Vol99Art5_Population-genomics-reveals-historical-and-ongoing-recombina_2021_Studies-in.pdf, Population genomics reveals historical and ongoing recombination in the Fusarium oxysporum species complex," A.R. McTaggart, T.Y. James, R.G. Shivas, A. Drenth, B.D. Wingfield, B.A. Summerell, and T.A. Duong",2021,Studies in Mycology 99: 100132 ,1
von Arx 1984 Persoonia 12 185-188.pdf,"CANARIOMYCES NOTABILIS, A PECULIAR ASCOMYCETE FROM THE CANARY ISLANDS",von Arx,1984,Persoonia,0
von Arx 1987 Persoonia 13 273-300.pdf,A RE-EVALUATION OF THE EUROTIALES,"J. A. VON ARX, M. DREYFUSS, E. MULLER",1987,Persoonia,0
von Arx et al 1984 Persoonia 12 169-179.pdf,A REVALUATION OF CHAETOMIUM AND THE CHAETOMIACEAE,J. A. VON ARX,1984,Persoonia,0
Walther et al 2013 Persoonia 30 11-47.pdf,DNA barcoding in Mucorales: an inventory of biodiversity,"G. Walther, J. Pawłowska, A. Alastruey-Izquierdo, M. Wrzosek, J.L. Rodriguez-Tudela, S. Dolatabadi, A. Chakrabarti, G.S. de Hoog",2013,"Persoonia 30, 2013: 11–47",0
Westerdijk Thesis Tom van den Brule 2022 16aug22.pdf, Heterogeneity in stress resistance of Paecilomyces variotii and related food spoilage fungi,Tom van den Brule,2022,Westerdijk Thesis Tom van den Brule 2022,0
Wood et al 2016 Persoonia 37 37-56.pdf,Finding the missing link: Resolving the Coryneliomycetidae within Eurotiomycetes ,"A.R. Wood, U. Damm, E.J. van der Linde, J.Z. Groenewald, R. Cheewangkoon, P.W. Crous",2016,Persoonia,0
Wyatt Thesis.pdf,Mechanisms underlying extreme heat resistance of ascospores of Neosartorya fischeri,Timon Theo Wyatt,2014,PhD thesis,0
Yilmaz et al 2012 Persoonia 29 39-54.pdf,Delimitation and characterisation of Talaromyces purpurogenus and related species ,"N. Yilmaz, J. Houbraken, E.S. Hoekstra, J.C. Frisvad, C.M. Visagie, R.A. Samson",2012,Persoonia,1
Yilmaz et al 2016 Persoonia 36 37-56.pdf,"Taxonomic re-evaluation of species in Talaromyces section Islandici, using a polyphasic approach ","N. Yilmaz, C.M. Visagie, J.C. Frisvad, J. Houbraken, K. Jacobs, R.A. Samson",2016,Persoonia,1
Zhu & Zhuang 2015 Persoonia 34 113-129.pdf,Trichoderma (Hypocrea) species with green ascospores from China ,Zhu & Zhuang,2015,Persoonia,0
